OBJECTID,AREA_NAME,HOOD_ID,POPN_PROJ_2022,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,Shape__Area,Shape__Length
31,Agincourt North,129,31022,67,77,82,75,80,81,74,62,78,221.2097,257.2755,276.6252,250.2169,262.7862,263.0212,239.4899,200.9659,251.4345,17,29,18,33,42,42,62,52,48,56.12784,96.89599,60.7226,110.0954,137.9628,136.3813,200.6537,168.5521,168.5521,4,7,2,0,1,1,1,2,0,13.20655,23.38869,6.746955,0,3.284827,3.247175,3.236351,6.482772,6.482772,46,54,49,49,69,56,17,18,24,151.8753,180.427,165.3004,163.475,226.6531,181.8418,55.01796,58.34495,77.36445,1,0,0,0,0,0,0,0,0,3.301637612,0,0,0,0,0,0,0,0,36,37,15,22,44,37,17,7,11,118.859,50.60217,73.39694,144.5324,120.1455,55.01796,22.6897,35.45871,123.6259,0,0,1,1,0,2,2,0,1,0,0,3.373478,3.336225,0,6.49435,6.472702,0,3.223519,63,47,48,96,69,69,60,32,63,208.0032,157.0383,161.9269,320.2776,226.6531,224.0551,194.181,103.7243,203.0817,1,6,5,11,4,3,5,2,3,3.301638,20.04745,16.86739,36.69847,13.13931,9.741525,16.18175,6.482772,9.670556,7262015.71386719,12381.3562336109
32,Agincourt South-Malvern West,128,27407,104,103,131,111,118,121,127,152,177,439.7649,430.8362,540.9647,446.77,461.5324,462.1143,477.2462,565.0558,645.8204,35,29,27,35,38,58,63,39,80,147.9978,121.3034,111.4965,140.8734,148.6291,221.5093,236.7442,144.9814,144.9814,1,5,3,7,6,3,5,10,6,4.228508,20.91438,12.3885,28.17468,23.46775,11.45738,18.78922,37.17472,37.17472,73,60,61,92,93,100,81,44,53,308.6811,250.9725,251.8996,370.2958,363.7502,381.9126,304.3854,163.5688,193.3813,0,0,0,0,1,0,2,1,0,0,0,0,0,3.911292,0,7.515689,3.717472,0,26,24,21,34,33,29,18,19,33,109.9412,86.71952,136.8485,129.0726,110.7547,67.6412,70.63197,120.4072,100.389,0,0,2,4,5,3,1,5,3,0,0,8.259003,16.09982,19.55646,11.45738,3.757844,18.58736,10.94611,86,71,63,84,72,58,66,86,86,363.6517,296.9842,260.1586,338.0962,281.613,221.5093,248.0177,319.7026,313.7885,19,9,12,14,10,15,8,6,10,80.34167,37.64588,49.55401,56.34937,39.11292,57.28689,30.06276,22.30483,36.48703,7873085.4453125,15394.6873771468
33,Dorset Park,126,26093,135,167,196,195,201,165,129,142,188,539.6762,667.2794,780.348,767.8677,781.4323,635.2996,495.3917,546.9743,720.4998,51,42,43,41,82,61,73,49,68,203.8777,167.8188,171.1988,161.4491,318.7932,234.8683,280.338,188.7447,188.7447,5,4,3,4,2,1,3,8,15,19.98801,15.98274,11.9441,15.75113,7.775445,3.8503,11.52074,30.81545,30.81545,91,84,71,88,66,57,72,38,73,363.7817,335.6375,282.6771,346.5249,256.5897,219.4671,276.4977,146.3734,279.7685,1,0,0,1,0,2,0,3,0,3.997601439,0,0,4,0,7.700601,0,11.5558,0,33,37,58,35,35,38,25,17,30,131.9209,230.9193,137.8224,136.0703,146.3114,96.00614,65.48284,114.9734,147.8403,1,4,10,7,8,7,6,6,5,3.997602,15.98274,39.81367,27.56448,31.10178,26.9521,23.04148,23.11159,19.16223,77,101,67,59,63,78,113,92,77,307.8153,403.5641,266.7516,232.3292,244.9265,300.3234,433.9478,354.3777,295.0983,6,10,12,4,15,8,5,4,8,23.98561,39.95685,47.77641,15.75113,58.31584,30.8024,19.20123,15.40773,30.65956,6012148.11645508,10566.9877876274
34,Ionview,125,14131,98,104,104,85,89,80,85,92,84,705.0359,744.7723,740.1608,601.5569,624.9561,558.8544,596.2402,650.3605,594.4377,5,12,6,5,3,8,6,10,11,35.97122,85.93526,42.70159,35.3857,21.06594,55.88543,42.08754,70.69136,70.69136,0,3,0,2,3,4,4,1,3,0,21.48382,0,14.15428,21.06594,27.94272,28.05836,7.069136,7.069136,33,45,17,29,19,19,15,18,12,237.4101,322.2572,120.9878,205.2371,133.4176,132.7279,105.2189,127.2445,84.91968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,9,13,7,12,2,4,4,129.4964,64.05238,92.00283,49.15385,83.82816,14.02918,28.27654,28.30656,107.4191,1,0,0,0,1,1,1,0,2,7.194244,0,0,0,7.021979,6.985679,7.01459,0,14.15328,13,29,15,22,21,30,33,40,13,93.52518,207.6769,106.754,155.6971,147.4615,209.5704,231.4815,282.7654,91.99632,1,4,4,1,1,2,0,3,2,7.194244,28.64509,28.46772,7.077141,7.021979,13.97136,0,21.20741,14.15328,1952896.47338867,6356.22344015376
35,Kennedy Park,124,18022,218,252,214,197,221,222,183,182,227,1232.195,1429.706,1215.219,1109.734,1231.678,1227.604,1011.944,1013.025,1259.572,26,12,13,30,30,24,31,33,53,146.9591,68.08125,73.82169,168.995,167.1961,132.714,171.4223,183.6803,183.6803,1,6,5,10,12,3,4,9,8,5.652272,34.04062,28.39296,56.33168,66.87845,16.58925,22.119,50.09462,50.09462,49,36,46,50,48,41,32,35,44,276.9613,204.2437,261.2152,281.6584,267.5138,226.7198,176.952,194.8124,244.146,0,0,0,0,2,1,0,2,0,0,0,0,0,11.14641,5.52975,0,11.13214,0,78,67,29,54,31,29,27,28,31,440.8772,164.6792,304.1911,172.7693,160.3627,149.3033,155.8499,172.012,380.1203,0,0,2,3,3,2,1,2,3,0,0,11.35718,16.8995,16.71961,11.0595,5.52975,11.13214,16.64632,33,50,34,74,59,70,73,65,33,186.525,283.6718,193.0721,416.8544,328.819,387.0825,403.6718,361.7945,183.1095,6,3,5,4,20,6,9,3,5,33.91363,17.02031,28.39296,22.53267,111.4641,33.1785,49.76775,16.69821,27.74387,3580843.3671875,7606.72165873977
36,Cliffcrest,123,17571,81,99,110,119,138,136,110,98,134,499.3219,610.5834,677.799,720.4698,818.0201,793.0029,635.581,564.1262,762.6202,19,13,11,18,23,19,19,31,41,117.1249,80.17763,67.7799,108.9786,136.3367,110.7872,109.7822,178.4481,178.4481,6,2,7,9,1,4,5,2,3,36.98681,12.33502,43.13266,54.48932,5.927682,23.32362,28.89005,11.51278,11.51278,42,58,59,36,53,46,36,31,21,258.9077,357.7155,363.5467,217.9573,314.1672,268.2216,208.0083,178.4481,119.5151,0,1,0,0,1,1,0,1,0,0,6,0,0,5.927682,5.830904,0,5.75639,0,29,22,25,34,15,29,23,13,14,178.7696,154.0452,205.8485,88.91524,169.0962,132.8942,74.83306,79.67674,135.6852,0,2,0,0,2,1,1,0,4,0,12.33502,0,0,11.85536,5.830904,5.778009,0,22.76478,39,56,63,71,65,107,88,73,39,240.4142,345.3805,388.194,429.8601,385.2993,623.9067,508.4648,420.2164,221.9566,4,5,3,7,3,3,9,3,5,24.65787,30.83755,18.48543,42.38058,17.78305,17.49271,52.00208,17.26917,28.45598,7190836.35913086,19944.1072384506
37,Birchcliffe-Cliffside,122,23192,140,133,198,161,199,209,146,143,158,628.0562,597.1624,887.4149,714.6662,871.2021,904.7619,630.5878,619.7183,681.2694,13,17,15,13,24,26,20,30,46,58.3195,76.32903,67.22839,57.70597,105.0696,112.5541,86.3819,130.0108,130.0108,10,18,22,17,8,5,14,11,6,44.86116,80.81896,98.60165,75.46165,35.0232,21.64502,60.46733,47.67064,47.67064,73,81,76,83,70,57,46,42,31,327.4864,363.6853,340.6239,368.4304,306.453,246.7533,198.6784,182.0152,133.6668,0,1,0,1,1,0,0,0,1,0,4,0,4,4.3779,0,0,0,4.311831,16,26,25,15,22,32,21,14,16,71.77785,112.0473,66.58381,96.3138,138.5281,90.70099,60.67172,68.9893,116.7385,0,0,0,0,0,2,0,1,0,0,0,0,0,0,8.658009,0,4.333694,0,83,108,93,58,98,93,88,68,83,372.3476,484.9138,416.8161,257.4574,429.0342,402.5974,380.0803,294.6912,357.882,3,5,6,5,8,7,5,4,6,13.45835,22.44971,26.89136,22.1946,35.0232,30.30303,21.59547,17.33478,25.87099,6009067.32470703,14693.4888933886
38,Downtown Yonge East,168,17135,343,398,357,475,503,620,508,599,542,2594.75,3026.846,2722.697,3436.053,3452.536,4050.699,3184.354,3633.606,3163.116,27,19,17,14,48,43,25,45,44,204.2514,144.4977,129.6522,101.2731,329.4667,280.9356,156.7103,272.9754,272.9754,158,129,117,161,188,172,102,165,176,1195.249,981.0632,892.3124,1164.641,1290.411,1123.742,639.3782,1000.91,1000.91,88,82,85,112,123,181,144,161,115,665.7084,623.6216,648.2611,810.1852,844.2584,1182.543,902.6516,976.6454,671.1409,1,2,1,0,2,0,1,0,0,7.56486875,15,8,0,13.72778,0,6.268414,0,0,89,101,100,122,143,115,86,96,76,673.2733,762.6602,882.5231,981.5361,751.3394,539.0836,582.3476,443.5366,768.1193,0,4,3,0,2,5,4,7,3,0,30.42056,22.8798,0,13.72778,32.66693,25.07365,42.46284,17.50802,193,158,143,227,182,254,192,118,193,1460.02,1201.612,1090.604,1642.072,1249.228,1659.48,1203.535,715.8022,1126.35,23,12,30,20,20,20,24,26,19,173.992,91.2617,228.798,144.6759,137.2778,130.6677,150.4419,157.7191,110.8842,808531.192626953,4251.56731353001
39,Church-Wellesley,167,22245,223,206,296,308,362,350,306,399,385,1265.033,1136.489,1585.941,1592.307,1803.957,1687.642,1438.443,1841.425,1730.726,11,10,8,17,26,17,8,33,16,62.40073,55.16937,42.86327,87.88709,129.5659,81.97117,37.60635,152.2983,152.2983,89,105,97,129,92,120,109,98,85,504.8786,579.2784,519.7171,666.9079,458.4641,578.62,512.3866,452.2798,452.2798,61,73,62,87,79,128,98,87,73,346.0404,402.7364,332.1903,449.7751,393.6812,617.1946,460.6779,401.5138,328.1636,0,2,3,1,1,1,0,0,1,0,11,16,5,4.983306,4.821833,0,0,4.495392,41,38,51,44,54,48,57,41,45,232.5845,273.2533,227.4725,269.0985,231.448,267.9453,189.2191,202.2926,209.6436,0,1,1,0,0,1,1,2,2,0,5.516937,5.357908,0,0,4.821833,4.700794,9.230201,8.990785,99,68,67,54,53,92,64,54,99,561.6065,375.1517,358.9799,279.1707,264.1152,443.6087,300.8508,249.2154,445.0438,10,5,12,10,21,21,19,21,21,56.72793,27.58468,64.2949,51.69829,104.6494,101.2585,89.31509,96.91711,94.40324,556185.242431641,3151.47798806848
40,St Lawrence-East Bayfront-The Islands,166,30148,182,201,228,228,317,282,278,365,404,806.8091,861.8472,944.8819,902.7915,1200.257,1025.268,977.6684,1252.66,1340.056,20,11,7,16,20,19,13,31,39,88.66034,47.16577,29.00953,63.35379,75.72602,69.07835,45.7183,106.3903,106.3903,124,98,128,119,153,146,129,132,124,549.6941,420.2041,530.46,471.1938,579.3041,530.8126,453.6663,453.0167,453.0167,57,49,62,68,78,104,98,150,130,252.682,210.1021,256.9416,269.2536,295.3315,378.1131,344.6457,514.7917,431.2061,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,6.633939,35,15,16,21,42,32,45,43,34,155.1556,66.3075,83.15185,159.0246,116.3425,158.2557,147.5736,112.777,64.31696,4,0,3,4,2,0,4,2,5,17.73207,0,12.43266,15.83845,7.572602,0,14.06717,6.863889,16.58485,124,115,88,90,72,123,160,77,124,549.6941,493.0966,364.6913,356.3651,272.6137,447.1914,562.6868,264.2597,411.3042,16,19,16,20,17,28,18,23,23,70.92828,81.46814,66.3075,79.19224,64.36712,101.7997,63.30227,78.93472,76.2903,11314215.2421875,19766.0750487345
41,Harbourfront-CityPlace,165,30806,131,144,144,182,149,185,224,284,266,565.0692,576.7151,537.6746,659.5398,523.9653,633.7787,752.3342,942.0506,863.4681,14,14,10,20,9,14,21,27,26,60.38908,56.06953,37.33851,72.4769,31.64891,47.96163,70.53133,89.56115,89.56115,66,73,123,153,129,129,77,93,93,284.6914,292.3625,459.2637,554.4482,453.6343,441.9322,258.6149,308.4884,308.4884,27,64,38,63,81,82,75,54,58,116.4647,256.3178,141.8863,228.3022,284.8402,280.9181,251.8976,179.1223,188.275,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6.71727,0,0,11,7,15,16,26,20,16,23,33,47.44856,56.00777,57.98152,91.43018,68.51662,53.73816,76.29283,107.122,28.03476,1,1,0,1,6,2,5,6,3,4.313506,4.004966,0,3.623845,21.09927,6.851662,16.79317,19.90248,9.738362,90,93,69,71,64,40,50,51,90,388.2155,372.4619,257.6357,257.293,225.0589,137.0332,167.9317,169.1711,292.1509,12,15,23,12,19,20,14,9,15,51.76207,60.07449,85.87858,43.48614,66.81436,68.51662,47.02089,29.85372,48.69181,1138334.06713867,7255.3613393918
42,Wellington Place,164,27903,449,515,559,531,489,425,321,375,472,3034.604,3099.982,3028.661,2638.509,2241.063,1810.9,1284,1424.772,1691.574,28,20,25,29,40,33,40,46,70,189.2403,120.3876,135.45,144.0994,183.3181,140.611,160,174.772,174.772,109,97,164,168,186,144,117,106,115,736.6856,583.8801,888.5518,834.7826,852.429,613.5754,468,402.7356,402.7356,77,76,114,130,176,156,180,149,128,520.4109,457.4731,617.6519,645.9627,806.5994,664.7066,720,566.1094,458.732,1,1,0,1,1,1,1,1,2,6.758583401,6,0,5,4.582952,4.26094,4,3.799392,7.167688,32,40,47,52,53,51,24,26,63,216.2747,254.6459,258.3851,242.8964,217.3079,96,98.78419,225.7822,240.7753,3,6,3,11,9,8,2,6,8,20.27575,36.11629,16.254,54.65839,41.24656,34.08752,8,22.79635,28.67075,212,149,84,110,102,110,145,106,212,1432.82,896.888,455.1119,546.5839,467.4611,468.7034,580,402.7356,759.775,19,15,20,20,24,29,25,21,22,128.4131,90.29073,108.36,99.37888,109.9908,123.5673,100,79.78723,78.84457,979639.042480469,4214.26206906525
43,Fort York-Liberty Village,163,21328,97,112,99,99,130,125,93,153,166,646.1928,671.3018,538.629,522.0693,664.316,621.1489,452.2906,734.2355,778.3196,10,15,14,10,13,19,16,14,15,66.61781,89.90649,76.16975,52.73427,66.4316,94.41463,77.81345,67.18495,67.18495,40,71,60,76,102,120,66,54,32,266.4713,425.5574,326.4418,400.7805,521.2325,596.3029,320.9804,259.1419,259.1419,33,37,28,58,43,83,46,41,28,219.8388,221.7694,152.3395,305.8588,219.7353,412.4428,223.7137,196.7559,131.2828,0,2,0,0,1,0,0,0,0,0,12,0,0,5.110123,0,0,0,0,9,7,4,2,5,8,14,7,12,59.95603,21.76278,10.54685,25.55062,39.75353,68.08676,33.59248,56.26406,41.95636,1,2,1,0,3,1,1,2,3,6.661781,11.98753,5.440696,0,15.33037,4.969191,4.86334,9.59785,14.06602,41,57,24,39,32,47,44,38,41,273.133,341.6447,130.5767,205.6637,163.5239,233.552,213.987,182.3591,192.2356,11,14,11,8,8,12,4,17,16,73.27959,83.91273,59.84766,42.18742,40.88099,59.63029,19.45336,81.58173,75.01875,2339540.36010742,9924.96371304914
44,West Queen West,162,14816,130,138,122,137,107,115,102,112,119,982.541,1028.163,890.641,983.2065,752.8849,795.7376,698.7258,764.0358,803.1857,12,7,7,6,7,14,12,13,22,90.69609,52.15318,51.10235,43.06014,49.25415,96.87241,82.20304,88.68272,88.68272,51,45,63,67,66,88,82,38,28,385.4584,335.2704,459.9211,480.8382,464.3963,608.9122,561.7208,259.2264,259.2264,34,29,42,31,28,65,63,50,36,256.9723,216.0632,306.6141,222.4774,197.0166,449.7647,431.566,341.0874,242.9806,0,0,1,0,1,0,1,0,0,0,0,7,0,7.036307,0,6.850254,0,0,19,12,7,7,8,11,8,13,6,143.6021,51.10235,50.23683,56.29046,76.11403,54.80203,88.68272,40.49676,89.40546,0,2,3,1,1,1,0,1,0,0,14.90091,21.90101,7.17669,7.036307,6.919457,0,6.821748,0,99,50,48,87,58,56,40,52,99,748.2427,372.5227,350.4161,624.372,408.1058,387.4896,274.0101,354.7309,668.1965,6,4,6,4,7,6,7,6,6,45.34805,29.80182,43.80201,28.70676,49.25415,41.51675,47.95177,40.93048,40.49676,901748.544189453,4286.66852605939
45,Humber Bay Shores,161,20075,58,77,77,81,75,94,82,102,121,395.0146,484.2158,449.6876,457.6788,409.7689,498.5679,424.9585,520.7802,602.7397,7,8,7,18,9,22,17,25,50,47.67418,50.30814,40.88069,101.7064,49.17227,116.6861,88.10116,127.6422,127.6422,9,13,31,38,62,74,39,23,23,61.29538,81.75072,181.043,214.7135,338.7423,392.4897,202.1144,117.4308,117.4308,13,20,16,15,14,34,19,29,27,88.53777,125.7703,93.44157,84.75534,76.4902,180.3331,98.466,148.0649,134.4956,0,1,0,0,0,1,0,0,2,0,6,0,0,0,5.303914,0,0,9.96264,1,6,3,6,15,10,8,6,8,6.810597,17.52029,33.90213,81.95378,53.03914,41.45937,30.63413,39.85056,37.7311,0,2,0,0,0,2,1,1,3,0,12.57703,0,0,0,10.60783,5.182421,5.105688,14.94396,47,21,35,34,14,19,28,20,47,320.0981,132.0589,204.4034,192.1121,76.4902,100.7744,145.1078,102.1138,234.122,6,6,10,8,7,5,11,6,12,40.86358,37.7311,58.40098,45.20285,38.2451,26.51957,57.00663,30.63413,59.77584,1578118.51489258,16145.7929330268
46,Mimico-Queensway,160,18196,148,128,166,261,413,230,205,269,343,871.511,745.6166,953.1465,1482.365,2311.265,1273.039,1130.723,1486.27,1885.03,28,26,28,22,13,41,34,32,61,164.8805,151.4534,160.7717,124.9503,72.75169,226.9331,187.5345,176.8053,176.8053,18,19,6,22,40,23,9,18,25,105.9946,110.6775,34.45108,124.9503,223.8514,127.3039,49.64148,99.45301,99.45301,42,46,33,43,36,46,34,25,47,247.3207,267.956,189.4809,244.2211,201.4662,254.6078,187.5345,138.1292,258.2985,0,0,1,1,0,0,1,0,0,0,0,6,6,0,0,5.51572,0,0,9,13,9,17,14,7,3,8,16,52.99729,51.67662,96.55251,78.34798,38.74467,16.54716,44.20134,87.93141,75.72668,0,1,1,1,1,1,1,2,1,0,5.82513,5.741847,5.679559,5.596284,5.534953,5.51572,11.05033,5.495713,69,48,37,43,42,73,47,35,69,406.3126,279.6062,212.4483,244.2211,235.0439,404.0516,259.2388,193.3808,379.2042,4,9,7,5,6,14,8,7,11,23.55435,52.42617,40.19292,28.3978,33.57771,77.48934,44.12576,38.67617,60.45285,5480612.02587891,13398.7009686147
47,Etobicoke City Centre,159,24748,144,159,130,137,155,137,142,156,205,740.1696,784.101,614.9479,627.3468,686.6611,589.1713,596.8142,645.8023,828.3498,64,76,103,72,122,118,101,119,184,328.9643,374.7904,487.228,329.7005,540.4687,507.4614,424.4946,492.6312,492.6312,6,12,19,13,11,16,17,23,14,30.8404,59.17743,89.87701,59.52926,48.73079,68.80833,71.44958,95.21444,95.21444,57,85,65,56,71,74,56,76,86,292.9838,419.1735,307.474,256.4337,314.5351,318.2385,235.3633,314.6216,347.5028,2,0,0,0,2,1,0,1,1,10.28013364,0,0,0,8.860143,4.30052,0,4.139758,4.04073,20,23,21,45,20,22,19,11,44,102.8013,99.33775,206.0628,88.60143,94.61145,79.85542,45.53734,177.7921,113.4234,2,1,3,3,1,2,3,3,2,10.28013,4.931453,14.19111,13.73752,4.430071,8.601041,12.60875,12.41927,8.081461,135,123,97,92,107,118,148,127,135,693.909,606.5687,458.8458,421.284,474.0176,507.4614,622.0317,525.7493,545.4986,33,39,31,27,49,27,23,32,45,169.6222,192.3267,146.6414,123.6377,217.0735,116.1141,96.66708,132.4723,181.8329,10134665.5161133,17420.2684747147
48,Islington,158,25374,88,52,84,72,83,77,75,56,96,380.9689,223.4157,356.9304,301.0034,339.8993,310.3963,299.8081,223.1342,378.34,26,24,33,24,36,56,50,58,92,112.559,103.1149,140.2227,100.3344,147.4262,225.7427,199.8721,231.1033,231.1033,14,12,6,6,4,7,13,8,4,60.60868,51.55746,25.49503,25.08361,16.38069,28.21784,51.96674,31.87632,31.87632,54,58,40,40,48,51,43,44,53,233.7764,249.1944,169.9669,167.2241,196.5683,205.5871,171.89,175.3198,208.8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,21,24,14,15,16,10,25,77.92545,89.2326,100.3344,57.33241,60.4668,63.95906,39.8454,98.52605,51.55746,0,4,3,0,2,2,1,1,0,0,17.18582,12.74751,0,8.190344,8.062241,3.997442,3.98454,0,75,104,54,64,73,73,71,38,75,324.6894,446.8314,229.4553,267.5585,298.9475,294.2718,283.8184,151.4125,295.5782,2,6,6,6,5,9,8,6,8,8.658383,25.77873,25.49503,25.08361,20.47586,36.28008,31.97953,23.90724,31.52834,6105215.03466797,13591.2854938843
49,Bendale South,157,10882,59,71,80,103,84,67,79,62,41,549.7578,659.9127,739.7817,946.4302,765.3062,608.6483,719.2935,569.2251,376.769,10,12,7,11,15,20,8,15,21,93.17928,111.5345,64.7309,101.0751,136.6618,181.6861,72.83984,137.7158,137.7158,4,2,7,2,0,1,0,3,3,37.27171,18.58909,64.7309,18.37729,0,9.084302,0,27.54315,27.54315,26,29,28,35,18,21,11,4,8,242.2661,269.5418,258.9236,321.6025,163.9942,190.7704,100.1548,36.7242,73.5159,1,0,1,0,0,0,0,0,0,9.317927693,0,9,0,0,0,0,0,0,15,16,17,13,4,6,3,9,5,139.7689,157.2036,119.4524,36.44315,54.50581,27.31494,82.62946,45.94744,148.7127,1,0,2,1,1,0,3,2,1,9.317927,0,18.49454,9.188643,9.110787,0,27.31494,18.3621,9.189487,15,29,17,47,26,37,24,26,15,139.7689,269.5418,157.2036,431.8662,236.8805,336.1192,218.5195,238.7073,137.8423,2,2,4,4,0,1,1,0,1,18.63585,18.58909,36.98909,36.75457,0,9.084302,9.10498,0,9.189487,2543590.96411133,7242.17369795795
50,Caledonia-Fairbank,109,10494,57,61,64,69,62,75,51,65,61,556.0433,596.402,625.3053,669.1882,593.8698,712.9277,484.6527,621.4149,581.2845,11,4,11,7,11,9,10,9,25,107.3066,39.10833,107.4743,67.88866,105.364,85.55133,95.02994,86.04207,86.04207,3,1,5,3,3,0,4,3,2,29.26544,9.777082,48.85198,29.09514,28.73563,0,38.01197,28.68069,28.68069,28,19,13,10,9,9,10,10,6,273.1441,185.7646,127.0151,96.9838,86.20689,85.55133,95.02994,95.60229,57.17553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,15,9,9,16,7,3,4,136.572,146.5559,87.28542,86.20689,152.0912,66.52095,28.68069,38.11702,87.99374,0,1,0,1,2,0,2,2,0,0,9.777082,0,9.69838,19.15709,0,19.00599,19.12046,0,17,11,12,21,21,22,19,20,17,165.8375,107.5479,117.2448,203.666,201.1494,209.1255,180.5569,191.2046,161.9973,5,1,1,1,1,2,2,5,2,48.77573,9.777082,9.770395,9.69838,9.578544,19.01141,19.00599,47.80115,19.05851,1544557.75756836,4956.20482788052
